4352.4,  8329.4,  12917.5, 17513.1, 22380.9, 26836.7, 32602.4, 37787.7, 42302.7, 47758.3, 52763.8, 58182.0
617.7,   1680.1,  2902.2,  4252.7,  5762.6,  7361.8,  8798.8,  10378.8, 11826.5, 13089.9, 14592,   17850.8
1.5,     2.9,     4.4,     5.9,     7.4,     8.9,     10.3,    11.7,    13.1,    14.6,    16.2,    17.9
3.8,     7.2,     10.8,    14.3,    18.1,    21.8,    25.5,    29.1,    32.5,    36.1,    39.5,    43.1
2970,    5589,    8417,    11112,   13885,   16627,   19459,   22299,   24993,   27769,   30498,   33359
38.3153, 39.0514, 39.6472, 39.8774, 40.3028, 41.7366, 41.9677, 42.4182, 41.2733, 40.9258, 42.3741, 41.7784 
