<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,18/05/07,000000,208.9900000,210.7700000,207.5000000,209.3800000,5473810
ROSN,D,21/05/07,000000,210.8500000,213.2000000,208.3000000,210.7000000,5282384
ROSN,D,22/05/07,000000,211.9900000,213.5900000,208.7500000,211.2200000,7781974
ROSN,D,23/05/07,000000,210.5500000,211.8400000,207.2700000,207.5000000,5931888
ROSN,D,24/05/07,000000,207.2500000,208.0000000,201.5000000,207.6100000,8718205
ROSN,D,25/05/07,000000,205.0900000,208.6600000,204.4000000,208.0000000,5249934
ROSN,D,28/05/07,000000,209.1900000,209.2500000,203.0100000,203.8000000,4090476
ROSN,D,29/05/07,000000,204.1100000,205.8300000,199.5500000,200.9800000,5392627
ROSN,D,30/05/07,000000,197.1000000,200.9400000,196.1500000,199.8500000,7316336
ROSN,D,31/05/07,000000,202.0000000,207.1900000,201.5700000,205.3700000,7544471
ROSN,D,01/06/07,000000,207.1400000,212.7700000,204.2200000,212.0000000,7174193
ROSN,D,04/06/07,000000,209.2500000,210.9400000,207.6900000,208.3100000,4296607
ROSN,D,05/06/07,000000,209.0000000,210.7000000,207.2600000,207.6100000,3949558
ROSN,D,06/06/07,000000,207.9500000,209.2900000,204.8000000,205.8000000,2578911
ROSN,D,07/06/07,000000,204.7500000,206.5000000,203.2500000,203.5000000,2738534
ROSN,D,08/06/07,000000,201.9000000,204.5600000,200.7000000,203.0000000,4073027
ROSN,D,09/06/07,000000,203.5100000,203.9500000,201.3100000,203.2500000,1527098
ROSN,D,13/06/07,000000,203.2200000,203.9700000,202.0000000,203.9000000,2045851
ROSN,D,14/06/07,000000,204.5000000,209.8100000,204.5000000,208.9000000,8452406
ROSN,D,15/06/07,000000,209.7000000,211.4400000,206.7600000,209.6100000,5481729
ROSN,D,18/06/07,000000,211.1000000,214.4000000,209.2500000,209.2500000,5505481
ROSN,D,19/06/07,000000,209.2500000,210.3000000,205.8000000,206.2000000,3651100
ROSN,D,20/06/07,000000,207.0000000,209.3000000,206.3100000,208.2000000,3331354
ROSN,D,21/06/07,000000,207.0100000,207.6500000,204.8000000,205.3500000,2730737
ROSN,D,22/06/07,000000,205.0100000,206.6500000,204.1000000,205.9900000,2350431
ROSN,D,25/06/07,000000,204.9100000,204.9100000,203.6100000,204.0000000,1835330
ROSN,D,26/06/07,000000,204.1000000,206.2500000,203.6500000,205.2100000,2047716
ROSN,D,27/06/07,000000,203.8900000,204.8700000,202.5100000,203.7000000,2261522
ROSN,D,28/06/07,000000,204.5700000,207.4900000,204.5700000,206.0200000,4584502
ROSN,D,29/06/07,000000,207.0000000,207.0000000,203.8000000,204.7900000,2174844
ROSN,D,02/07/07,000000,205.0000000,208.7500000,204.0600000,204.7900000,5539066
ROSN,D,03/07/07,000000,206.5000000,207.5000000,205.0400000,205.5000000,7637688
ROSN,D,04/07/07,000000,205.9900000,206.5500000,204.6000000,204.9900000,6079539
ROSN,D,05/07/07,000000,205.5700000,213.2500000,205.1500000,213.2100000,19168697
ROSN,D,06/07/07,000000,212.5000000,214.4800000,211.1100000,213.9000000,10189163
ROSN,D,09/07/07,000000,215.0000000,216.5500000,214.5000000,215.4100000,7180492
ROSN,D,10/07/07,000000,214.4000000,214.4000000,210.5200000,210.6500000,8574921
ROSN,D,11/07/07,000000,209.2500000,213.2500000,209.1000000,212.8700000,6663822
ROSN,D,12/07/07,000000,215.3500000,222.8000000,215.3000000,221.9500000,19487560
ROSN,D,13/07/07,000000,224.2400000,224.3000000,220.5600000,221.7000000,11603392
ROSN,D,16/07/07,000000,222.0000000,227.7700000,219.5600000,223.7100000,16794090
ROSN,D,17/07/07,000000,222.7100000,223.8900000,219.7400000,223.6300000,13979352
ROSN,D,18/07/07,000000,221.9000000,222.6500000,219.1500000,220.1300000,6775367
ROSN,D,19/07/07,000000,221.3000000,225.1100000,221.3000000,224.3900000,9122332
ROSN,D,20/07/07,000000,224.0000000,225.2500000,221.2600000,222.4200000,5589690
ROSN,D,23/07/07,000000,221.2500000,224.6500000,219.5500000,223.9900000,6974615
ROSN,D,24/07/07,000000,224.0100000,224.3700000,217.5000000,217.7900000,6491540
ROSN,D,25/07/07,000000,216.6100000,219.0000000,215.2000000,218.8000000,6576945
ROSN,D,26/07/07,000000,220.0600000,221.4000000,212.3000000,212.5000000,9503314
ROSN,D,27/07/07,000000,208.2000000,212.1600000,206.1000000,207.8000000,10624658
ROSN,D,30/07/07,000000,208.0000000,212.2500000,207.0100000,209.4500000,7099605
ROSN,D,31/07/07,000000,210.7000000,214.4700000,210.1200000,213.6200000,6063883
ROSN,D,01/08/07,000000,210.6000000,211.0000000,206.5000000,207.4000000,9551115
ROSN,D,02/08/07,000000,208.4000000,210.4900000,207.5000000,210.4700000,5918596
ROSN,D,03/08/07,000000,210.8000000,212.7000000,208.5000000,209.7800000,5085049
