<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,28/05/07,000000,1954.3400000,1959.0000000,1892.0000000,1914.0000000,1657660
LKOH,D,29/05/07,000000,1914.0000000,1948.0000000,1871.0000000,1886.0000000,3104574
LKOH,D,30/05/07,000000,1850.0000000,1907.8000000,1841.9000000,1894.0000000,2715811
LKOH,D,31/05/07,000000,1919.0000000,1961.0000000,1911.1200000,1960.0000000,2145928
LKOH,D,01/06/07,000000,1965.0000000,2018.0000000,1935.1400000,2011.0000000,2927300
LKOH,D,04/06/07,000000,2012.3400000,2013.9900000,1970.3600000,1993.1000000,2269565
LKOH,D,05/06/07,000000,2003.7400000,2022.0000000,1960.0000000,1980.0000000,2108702
LKOH,D,06/06/07,000000,1982.0000000,1994.9900000,1953.0100000,1964.5000000,1437893
LKOH,D,07/06/07,000000,1959.8000000,1977.0000000,1937.6000000,1951.6200000,1718308
LKOH,D,08/06/07,000000,1937.6200000,1974.0000000,1926.2200000,1956.9700000,2423873
LKOH,D,09/06/07,000000,1960.0000000,1965.0000000,1947.0000000,1956.0100000,557559
LKOH,D,13/06/07,000000,1948.5100000,1959.9000000,1935.0000000,1956.0000000,1187084
LKOH,D,14/06/07,000000,1976.0000000,2004.0000000,1973.6000000,2001.0000000,3115741
LKOH,D,15/06/07,000000,2020.0000000,2052.7000000,2005.0000000,2033.0000000,5257518
LKOH,D,18/06/07,000000,2053.0000000,2054.9800000,2015.5200000,2019.4000000,1851041
LKOH,D,19/06/07,000000,2023.0000000,2038.7700000,2005.0100000,2013.1100000,2336830
LKOH,D,20/06/07,000000,2031.0000000,2074.4000000,2024.0000000,2073.0000000,2566377
LKOH,D,21/06/07,000000,2047.3700000,2067.0000000,2035.2000000,2046.0000000,2434040
LKOH,D,22/06/07,000000,2048.2200000,2055.0000000,2012.6700000,2025.0000000,1853816
LKOH,D,25/06/07,000000,2006.0000000,2009.0000000,1977.0000000,1985.0000000,1282282
LKOH,D,26/06/07,000000,1987.2200000,2030.9800000,1975.0000000,2019.9700000,1989985
LKOH,D,27/06/07,000000,2000.0000000,2018.7700000,1979.9900000,1990.0000000,1535467
LKOH,D,28/06/07,000000,2019.9900000,2029.5000000,1978.0000000,1992.4900000,2786802
LKOH,D,29/06/07,000000,1999.9500000,1999.9500000,1960.1000000,1969.0000000,1846228
LKOH,D,02/07/07,000000,1970.0000000,1976.9700000,1958.2600000,1963.9000000,1391347
LKOH,D,03/07/07,000000,1982.0000000,2023.0000000,1982.0000000,2019.0000000,3660147
LKOH,D,04/07/07,000000,2022.3100000,2029.9000000,2011.2200000,2015.0000000,1440094
LKOH,D,05/07/07,000000,2025.1000000,2059.9000000,2021.0000000,2048.9000000,2467891
LKOH,D,06/07/07,000000,2049.0000000,2075.9000000,2032.1500000,2073.0000000,2317027
LKOH,D,09/07/07,000000,2070.0000000,2095.0000000,2070.0000000,2083.7000000,1882871
LKOH,D,10/07/07,000000,2079.8000000,2088.6000000,2048.1600000,2056.0000000,3431810
LKOH,D,11/07/07,000000,2041.1100000,2107.0000000,2040.0700000,2085.2000000,3507852
LKOH,D,12/07/07,000000,2100.3000000,2137.7300000,2100.0000000,2136.9400000,3408099
LKOH,D,13/07/07,000000,2158.2000000,2163.9300000,2136.5000000,2145.0000000,2799340
LKOH,D,16/07/07,000000,2150.0000000,2159.5000000,2131.0000000,2146.0000000,2926024
LKOH,D,17/07/07,000000,2134.0000000,2169.9400000,2105.2100000,2168.0000000,4150768
LKOH,D,18/07/07,000000,2146.1000000,2147.0000000,2108.1500000,2138.0000000,3057043
LKOH,D,19/07/07,000000,2148.0000000,2187.7700000,2148.0000000,2179.9000000,2798805
LKOH,D,20/07/07,000000,2186.0000000,2195.5500000,2147.1000000,2154.9900000,2716611
LKOH,D,23/07/07,000000,2131.0000000,2179.9900000,2126.2800000,2174.0000000,2167780
