<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FEES,D,15/11/12,000000,0.1901900,0.1944000,0.1873100,0.1937000,1819910000
FEES,D,16/11/12,000000,0.1922000,0.1945000,0.1902000,0.1926900,1605430000
FEES,D,19/11/12,000000,0.1942300,0.1975000,0.1942000,0.1953200,1181460000
FEES,D,20/11/12,000000,0.1962700,0.1977700,0.1903900,0.1921000,1165630000
FEES,D,21/11/12,000000,0.1900100,0.1945000,0.1892000,0.1939700,1415950000
FEES,D,22/11/12,000000,0.1949000,0.1985000,0.1940800,0.1971000,1362030000
FEES,D,23/11/12,000000,0.1985900,0.2122700,0.1984000,0.2122000,6337280000
FEES,D,26/11/12,000000,0.2125800,0.2190000,0.2073700,0.2089700,4760000000
FEES,D,27/11/12,000000,0.2108000,0.2130000,0.2038200,0.2060000,4228650000
FEES,D,28/11/12,000000,0.2045000,0.2057500,0.2024000,0.2040100,1731530000
FEES,D,29/11/12,000000,0.2070100,0.2096900,0.2045500,0.2069600,1748190000
FEES,D,30/11/12,000000,0.2062100,0.2134000,0.2054400,0.2085000,2668110000
FEES,D,03/12/12,000000,0.2095000,0.2115800,0.2071100,0.2110500,2101700000
FEES,D,04/12/12,000000,0.2100000,0.2104200,0.2080100,0.2093500,1508540000
FEES,D,05/12/12,000000,0.2106600,0.2157800,0.2103500,0.2135000,2280620000
FEES,D,06/12/12,000000,0.2134000,0.2153000,0.2100100,0.2112000,1930600000
FEES,D,07/12/12,000000,0.2125100,0.2129400,0.2079000,0.2104900,1120970000
FEES,D,10/12/12,000000,0.2113500,0.2149000,0.2091200,0.2128300,1670130000
FEES,D,11/12/12,000000,0.2124200,0.2164200,0.2120600,0.2156500,1411000000
FEES,D,12/12/12,000000,0.2165900,0.2205000,0.2160000,0.2188500,1789220000
FEES,D,13/12/12,000000,0.2188500,0.2196600,0.2151200,0.2170000,1357330000
FEES,D,14/12/12,000000,0.2160100,0.2183600,0.2133800,0.2140000,1101330000
FEES,D,17/12/12,000000,0.2150900,0.2158400,0.2091500,0.2126500,1780340000
FEES,D,18/12/12,000000,0.2143900,0.2168800,0.2115000,0.2140000,1899490000
FEES,D,19/12/12,000000,0.2160000,0.2165000,0.2105000,0.2120000,1572380000
FEES,D,20/12/12,000000,0.2105000,0.2110000,0.2087500,0.2099000,1337190000
FEES,D,21/12/12,000000,0.2076300,0.2082900,0.2053700,0.2055000,1508980000
FEES,D,24/12/12,000000,0.2053300,0.2057600,0.2015900,0.2016000,1271340000
FEES,D,25/12/12,000000,0.2018000,0.2048900,0.2004500,0.2042000,892710000
FEES,D,26/12/12,000000,0.2042100,0.2069500,0.2026000,0.2060100,862570000
FEES,D,27/12/12,000000,0.2058000,0.2069900,0.2024500,0.2030500,812940000
FEES,D,28/12/12,000000,0.2030700,0.2044800,0.1995000,0.2010400,1303360000
FEES,D,08/01/13,000000,0.2067000,0.2107600,0.2024100,0.2083400,2436030000
FEES,D,09/01/13,000000,0.2072300,0.2095600,0.2050000,0.2058400,1211820000
